,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-10-08 00:05:00,6938.15,-378.0,,,6411.49,,0.04,0.12,0.0,,,92.6,200.31,0.29,182.77,,,
2018-10-08 00:10:00,6912.85,-380.27,,,6298.57,,0.04,0.18,0.0,,,92.4,198.11,0.29,178.9,,,
2018-10-08 00:15:00,6898.05,-526.8,,,6228.62,,0.04,0.15,0.0,,,92.79,199.91,0.29,177.71,,,
2018-10-08 00:20:00,6939.91,-568.09,,,6104.13,,0.04,0.12,0.0,,,91.91,199.27,0.29,164.9,,,
2018-10-08 00:25:00,6804.82,-551.74,,,6032.16,,0.04,0.15,0.0,,,92.4,199.76,0.29,172.66,,,
2018-10-08 00:30:00,6792.11,-613.24,,,5992.94,,0.04,0.15,0.0,,,92.79,200.0,5.43,176.72,57.02,14.0,0.0
2018-10-08 00:35:00,6820.4,-543.2,,,5900.49,,0.04,0.12,0.0,,,91.81,199.51,0.39,176.22,,,
2018-10-08 00:40:00,6866.54,-602.98,,,5958.92,,0.04,0.15,0.0,,,92.49,200.25,1.68,170.68,,,
2018-10-08 00:45:00,6879.7,-704.34,,,5974.44,,0.04,0.15,0.0,,,92.4,201.05,1.21,172.88,,,
2018-10-08 00:50:00,6848.24,-733.76,,,5865.77,,0.04,0.15,0.0,,,92.4,199.56,1.0,180.14,,,
2018-10-08 00:55:00,6784.94,-795.41,,,5800.17,,0.04,0.14,0.0,,,92.8,198.62,0.89,178.35,,,
2018-10-08 01:00:00,6639.5,-752.55,,,5689.01,,0.04,0.15,0.0,,,92.1,201.33,0.88,170.46,60.07,14.2,0.0
2018-10-08 01:05:00,6569.98,-781.05,,,5586.81,,0.04,0.13,0.0,,,92.91,199.65,0.88,157.84,,,
2018-10-08 01:10:00,6586.9,-858.72,,,5492.97,,0.04,0.13,0.0,,,92.2,199.61,0.82,163.81,,,
2018-10-08 01:15:00,6539.0,-749.83,,,5430.53,,0.04,0.15,0.0,,,92.1,200.64,0.81,168.56,,,
2018-10-08 01:20:00,6534.51,-709.49,,,5503.86,,0.04,0.17,0.0,,,92.7,198.02,0.81,166.28,,,
2018-10-08 01:25:00,6509.55,-864.05,,,5548.1,,0.04,0.12,0.0,,,92.9,201.34,0.77,166.43,,,
2018-10-08 01:30:00,6442.01,-870.09,,,5368.94,,0.04,0.15,0.0,,,92.6,199.06,0.77,167.3,60.68,14.1,0.0
2018-10-08 01:35:00,6575.46,-931.09,,,5336.97,,0.04,0.17,0.0,,,92.82,198.76,0.77,171.32,,,
2018-10-08 01:40:00,6605.39,-928.38,,,5342.5,,0.04,0.12,0.0,,,92.32,297.15,0.72,162.37,,,
2018-10-08 01:45:00,6551.33,-899.81,,,5419.73,,0.04,0.18,0.0,,,92.5,406.8,0.69,163.05,,,
2018-10-08 01:50:00,6564.59,-907.82,,,5381.68,,0.04,0.12,0.0,,,92.6,385.31,0.65,160.48,,,
2018-10-08 01:55:00,6508.11,-906.41,,,5391.48,,0.04,0.15,0.0,,,92.7,388.28,0.62,154.26,,,
2018-10-08 02:00:00,6522.15,-976.68,,,5347.72,,0.04,0.18,0.0,,,92.8,385.26,0.59,152.78,63.57,14.2,0.0
2018-10-08 02:05:00,6459.55,-962.29,,,5291.35,,0.04,0.04,0.0,,,92.71,387.11,0.29,145.22,,,
2018-10-08 02:10:00,6535.56,-1011.98,,,5242.41,,0.04,0.18,0.0,,,92.48,384.52,0.29,137.68,,,
2018-10-08 02:15:00,6490.93,-1006.97,,,5264.61,,0.04,0.15,0.0,,,93.09,387.73,0.29,135.77,,,
2018-10-08 02:20:00,6438.06,-1051.88,,,5167.23,,0.04,0.12,0.0,,,91.7,389.75,0.29,136.66,,,
2018-10-08 02:25:00,6450.8,-1096.19,,,5156.77,,0.04,0.17,0.0,,,92.5,386.46,0.29,128.52,,,
2018-10-08 02:30:00,6458.85,-1161.73,,,5100.6,,0.04,0.12,0.0,,,92.8,385.76,0.29,117.92,57.27,14.4,0.0
2018-10-08 02:35:00,6425.02,-1183.15,,,5054.21,,0.04,0.15,0.0,,,92.4,387.51,0.29,109.8,,,
2018-10-08 02:40:00,6387.81,-1216.03,,,4993.47,,0.04,0.15,0.0,,,92.1,386.56,0.29,109.13,,,
2018-10-08 02:45:00,6395.69,-1191.95,,,4975.48,,0.04,0.15,0.0,,,92.7,385.91,0.29,107.71,,,
2018-10-08 02:50:00,6381.39,-1221.21,,,4969.49,,0.04,0.15,0.0,,,92.3,387.66,0.29,101.5,,,
2018-10-08 02:55:00,6351.42,-1189.15,,,4946.14,,0.04,0.08,0.0,,,92.21,386.86,0.29,94.64,,,
2018-10-08 03:00:00,6357.94,-1111.23,,,4937.61,,0.04,0.18,0.0,,,92.61,384.22,0.29,95.87,58.91,14.6,0.0
2018-10-08 03:05:00,6403.15,-1138.02,,,5050.82,,0.04,0.12,0.0,,,92.7,385.67,0.29,95.81,,,
2018-10-08 03:10:00,6430.57,-1162.37,,,5037.84,,0.04,0.15,0.0,,,92.2,388.56,0.29,89.93,,,
2018-10-08 03:15:00,6430.79,-1199.6,,,5070.19,,0.04,0.14,0.0,,,92.69,386.96,0.29,87.07,,,
2018-10-08 03:20:00,6390.14,-1183.45,,,4981.56,,0.04,0.15,0.0,,,92.38,389.16,0.29,84.64,,,
2018-10-08 03:25:00,6430.22,-1231.04,,,4991.06,,0.04,0.15,0.0,,,92.4,387.66,0.29,80.81,,,
2018-10-08 03:30:00,6437.53,-1224.4,,,4987.44,,0.04,0.12,0.0,,,92.5,384.81,0.29,78.24,59.37,14.7,0.0
2018-10-08 03:35:00,6451.41,-1216.8,,,5004.35,,0.04,0.12,0.0,,,92.49,388.21,0.29,78.22,,,
2018-10-08 03:40:00,6432.76,-1127.65,,,5035.35,,0.04,0.15,0.0,,,92.89,387.31,0.29,80.16,,,
2018-10-08 03:45:00,6445.71,-1081.23,,,5095.53,,0.04,0.12,0.0,,,92.21,385.86,0.29,77.25,,,
2018-10-08 03:50:00,6462.36,-1066.3,,,5157.02,,0.04,0.14,0.0,,,92.3,385.12,0.29,78.16,,,
2018-10-08 03:55:00,6492.47,-1037.13,,,5219.96,,0.04,0.17,0.0,,,92.6,386.42,0.29,75.44,,,
2018-10-08 04:00:00,6500.76,-1068.56,,,5222.69,,0.04,0.15,0.0,,,92.29,390.0,0.29,74.8,58.6,14.7,0.0
2018-10-08 04:05:00,6594.34,-1149.03,,,5229.27,,0.04,0.12,0.0,,,93.0,383.67,0.29,73.74,,,
2018-10-08 04:10:00,6660.07,-1143.68,,,5270.13,,0.04,0.18,0.0,,,92.7,388.66,0.29,72.73,,,
2018-10-08 04:15:00,6634.18,-1053.22,,,5240.52,,0.04,0.15,0.0,,,92.2,387.51,0.29,72.61,,,
2018-10-08 04:20:00,6745.83,-1084.21,,,5382.75,,0.04,0.08,0.0,,,92.21,386.81,0.29,71.07,,,
2018-10-08 04:25:00,6838.08,-1077.52,,,5470.88,,0.04,0.12,0.0,,,92.31,386.91,0.29,74.73,,,
2018-10-08 04:30:00,6792.69,-992.4,,,5518.78,,0.04,0.21,0.0,,,92.48,387.06,0.29,76.74,58.87,14.5,0.0
2018-10-08 04:35:00,6605.47,-908.33,,,5582.99,,0.04,0.12,0.0,,,92.21,387.26,0.29,75.36,,,
2018-10-08 04:40:00,6704.4,-972.05,,,5536.82,,0.04,0.13,0.0,,,92.4,198.96,0.29,74.82,,,
2018-10-08 04:45:00,6686.97,-960.81,,,5497.71,,0.04,0.18,0.0,,,91.8,200.4,0.29,77.27,,,
2018-10-08 04:50:00,6706.69,-867.52,,,5525.39,,0.04,0.12,0.0,,,92.61,198.72,0.29,76.91,,,
2018-10-08 04:55:00,6894.54,-890.45,,,5657.46,,0.04,0.12,0.0,,,92.79,197.47,0.29,76.35,,,
2018-10-08 05:00:00,6996.11,-859.96,,,5823.91,,0.04,0.15,0.0,,,91.8,201.3,0.29,76.54,59.92,14.5,0.0
2018-10-08 05:05:00,6969.04,-713.8,,,5932.32,,0.04,0.15,0.0,,,92.7,198.72,0.29,79.36,,,
2018-10-08 05:10:00,6946.07,-563.97,,,6066.65,,0.04,0.12,0.0,,,92.01,79.72,0.29,80.19,,,
2018-10-08 05:15:00,7095.24,-542.29,,,6205.96,,0.04,0.15,0.0,,,92.69,0.0,0.29,79.76,,,
2018-10-08 05:20:00,7190.58,-525.57,,,6351.84,,0.04,0.15,0.0,,,92.11,0.0,0.29,84.16,,,
2018-10-08 05:25:00,7208.3,-421.15,,,6467.54,,0.04,0.12,0.0,,,92.5,0.0,0.29,85.7,,,
2018-10-08 05:30:00,7377.03,-503.84,,,6547.31,,0.04,0.15,0.0,,,92.22,0.0,0.29,90.93,71.33,14.4,0.51
2018-10-08 05:35:00,7365.78,-446.87,,,6652.09,,0.04,0.12,0.0,,,92.1,0.0,0.29,91.05,,,
2018-10-08 05:40:00,7397.69,-410.16,,,6710.87,,0.04,0.14,0.0,,,92.19,0.0,0.29,89.14,,,
2018-10-08 05:45:00,7552.38,-497.18,,,6794.52,,0.04,0.13,0.0,,,92.8,0.0,0.5,85.83,,,
2018-10-08 05:50:00,7546.22,-481.31,,,6801.16,,0.04,0.08,0.0,,,92.51,0.0,1.09,83.45,,,
2018-10-08 05:55:00,7650.43,-505.56,,,6848.27,,0.04,0.12,0.0,,,92.61,0.0,2.17,83.7,,,
