,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-12-24 00:05:00,6724.82,-313.78,,,5646.41,,0.01,0.12,0.0,,,78.99,121.15,0.0,616.67,,,
2018-12-24 00:10:00,6728.28,-354.62,,,5674.54,,0.01,0.12,0.0,,,79.4,122.38,0.0,612.78,,,
2018-12-24 00:15:00,6679.76,-369.36,,,5681.3,,0.01,0.16,0.0,,,79.05,185.21,0.0,604.8,,,
2018-12-24 00:20:00,6697.84,-448.94,,,5605.36,,0.01,0.04,0.0,,,79.55,198.87,0.0,609.59,,,
2018-12-24 00:25:00,6604.34,-441.58,,,5544.93,,0.01,0.15,0.0,,,79.14,199.31,0.0,612.36,,,
2018-12-24 00:30:00,6586.53,-493.96,,,5485.25,,0.01,0.17,0.0,,,79.31,199.07,0.0,609.45,56.87,16.9,0.0
2018-12-24 00:35:00,6606.42,-414.83,,,5409.72,,0.01,0.13,0.0,,,79.08,199.02,0.0,610.13,,,
2018-12-24 00:40:00,6690.32,-373.4,,,5479.26,,0.01,0.04,0.0,,,79.76,198.57,0.0,623.44,,,
2018-12-24 00:45:00,6645.15,-302.54,,,5578.94,,0.0,0.15,0.0,,,78.84,200.61,0.0,622.53,,,
2018-12-24 00:50:00,6559.15,-227.07,,,5624.95,,0.0,0.18,0.0,,,79.22,198.92,0.0,624.79,,,
2018-12-24 00:55:00,6526.34,-245.29,,,5599.67,,0.0,0.12,0.0,,,78.99,199.77,0.0,622.1,,,
2018-12-24 01:00:00,6457.29,-189.87,,,5583.99,,0.0,0.15,0.0,,,79.16,198.12,0.0,619.61,61.51,16.6,0.0
2018-12-24 01:05:00,6426.77,-221.0,,,5569.71,,0.0,0.12,0.0,,,79.19,198.62,0.0,620.34,,,
2018-12-24 01:10:00,6391.02,-247.25,,,5508.02,,0.0,0.12,0.0,,,78.96,198.42,0.0,614.46,,,
2018-12-24 01:15:00,6352.33,-266.08,,,5461.92,,0.0,0.12,0.0,,,79.36,198.62,0.0,609.87,,,
2018-12-24 01:20:00,6294.18,-283.29,,,5409.42,,0.0,0.12,0.0,,,79.57,199.6,0.0,607.56,,,
2018-12-24 01:25:00,6277.71,-362.04,,,5327.74,,0.0,0.15,0.0,,,79.36,199.79,0.0,599.38,,,
2018-12-24 01:30:00,6244.4,-394.46,,,5265.33,,0.0,0.14,0.0,,,79.13,199.69,0.0,601.3,47.2,16.2,0.0
2018-12-24 01:35:00,6256.3,-338.44,,,5212.81,,0.0,0.12,0.0,,,79.07,198.17,0.0,593.03,,,
2018-12-24 01:40:00,6219.98,-326.98,,,5230.43,,0.0,0.14,0.0,,,79.24,198.27,0.0,586.77,,,
2018-12-24 01:45:00,6172.62,-377.69,,,5186.49,,0.0,0.12,0.0,,,79.42,199.46,0.0,580.7,,,
2018-12-24 01:50:00,6158.01,-448.02,,,5164.29,,0.0,0.15,0.0,,,78.92,200.89,0.0,581.94,,,
2018-12-24 01:55:00,6099.07,-443.92,,,5090.12,,0.0,0.15,0.0,,,79.31,198.17,0.0,577.59,,,
2018-12-24 02:00:00,6127.03,-541.61,,,5025.48,,0.0,0.12,0.0,,,79.36,198.92,0.0,579.64,42.62,16.0,0.0
2018-12-24 02:05:00,6062.28,-547.33,,,4920.47,,0.0,0.12,0.0,,,79.39,199.55,0.0,576.49,,,
2018-12-24 02:10:00,6107.98,-614.39,,,4892.91,,0.0,0.14,0.0,,,78.92,198.72,0.0,579.88,,,
2018-12-24 02:15:00,6056.23,-635.61,,,4853.07,,0.01,0.04,0.0,,,79.34,198.32,0.0,585.87,,,
2018-12-24 02:20:00,6025.64,-639.02,,,4763.09,,0.01,0.12,0.0,,,78.96,199.07,0.0,582.2,,,
2018-12-24 02:25:00,6026.62,-691.19,,,4723.12,,0.01,0.12,0.0,,,79.14,198.12,0.0,583.14,,,
2018-12-24 02:30:00,6011.15,-688.61,,,4659.59,,0.01,0.15,0.0,,,79.22,198.51,0.0,584.88,40.03,15.8,0.0
2018-12-24 02:35:00,6007.16,-694.21,,,4660.7,,0.01,0.12,0.0,,,79.02,198.07,0.0,587.68,,,
2018-12-24 02:40:00,6018.17,-706.41,,,4649.34,,0.01,0.13,0.0,,,79.16,199.16,0.0,588.9,,,
2018-12-24 02:45:00,6000.22,-733.27,,,4633.08,,0.01,0.18,0.0,,,79.36,198.41,0.0,583.16,,,
2018-12-24 02:50:00,5977.41,-734.61,,,4592.04,,0.01,0.01,0.0,,,79.25,199.07,0.0,580.83,,,
2018-12-24 02:55:00,5952.95,-665.55,,,4595.25,,0.01,0.13,0.0,,,78.86,200.48,0.0,582.57,,,
2018-12-24 03:00:00,5971.83,-685.06,,,4623.24,,0.01,0.15,0.0,,,79.28,198.9,0.0,584.37,43.94,15.7,0.0
2018-12-24 03:05:00,5959.02,-690.2,,,4624.11,,0.01,0.12,0.0,,,79.0,199.94,0.0,594.65,,,
2018-12-24 03:10:00,5902.97,-696.12,,,4572.44,,0.01,0.15,0.0,,,79.18,199.06,0.0,602.09,,,
