,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-04-02 00:05:00,6909.81,-481.04,,,6020.21,,0.02,0.21,0.0,,,320.15,0.0,0.27,166.12,,,
2018-04-02 00:10:00,6922.75,-526.19,,,6062.7,,0.02,0.12,0.0,,,210.81,0.0,0.27,154.92,,,
2018-04-02 00:15:00,6901.11,-573.89,,,6122.78,,0.02,0.12,0.0,,,114.81,0.0,0.27,165.52,,,
2018-04-02 00:20:00,6830.66,-589.02,,,6118.4,,0.02,0.21,0.0,,,38.04,0.0,0.27,158.7,,,
2018-04-02 00:25:00,6805.3,-667.6,,,5987.28,,0.02,0.12,0.0,,,37.92,0.0,0.27,200.07,,,
2018-04-02 00:30:00,6743.29,-681.44,,,5870.82,,0.02,0.14,0.0,,,38.05,0.0,0.27,211.07,57.41,22.8,0.0
2018-04-02 00:35:00,6711.33,-632.98,,,5846.74,,0.02,0.18,0.0,,,38.19,0.0,0.27,196.45,,,
2018-04-02 00:40:00,6658.02,-677.39,,,5783.18,,0.02,0.12,0.0,,,38.3,0.0,0.27,210.76,,,
2018-04-02 00:45:00,6644.76,-758.06,,,5691.01,,0.02,0.12,0.0,,,38.26,0.0,0.27,211.04,,,
2018-04-02 00:50:00,6604.31,-775.47,,,5636.74,,0.02,0.18,0.0,,,38.2,0.0,0.27,211.16,,,
2018-04-02 00:55:00,6571.07,-817.45,,,5579.86,,0.02,0.12,0.0,,,38.16,0.0,0.27,199.81,,,
2018-04-02 01:00:00,6507.7,-873.43,,,5512.83,,0.02,0.15,0.0,,,37.59,0.0,0.27,181.75,49.11,22.7,0.0
2018-04-02 01:05:00,6525.35,-1005.22,,,5438.0,,0.02,0.18,0.0,,,37.9,0.0,0.27,177.9,,,
2018-04-02 01:10:00,6392.27,-961.17,,,5330.77,,0.02,0.15,0.0,,,38.1,0.0,0.27,177.01,,,
2018-04-02 01:15:00,6406.18,-1068.5,,,5212.16,,0.02,0.15,0.0,,,38.37,0.0,0.27,165.76,,,
2018-04-02 01:20:00,6349.91,-1111.86,,,5100.99,,0.02,0.18,0.0,,,38.07,0.0,0.27,159.37,,,
2018-04-02 01:25:00,6355.4,-1164.6,,,5037.17,,0.02,0.15,0.0,,,38.3,0.0,0.27,158.81,,,
2018-04-02 01:30:00,6337.09,-1215.82,,,4972.01,,0.02,0.15,0.0,,,38.15,0.0,0.27,158.96,60.24,22.7,0.0
2018-04-02 01:35:00,6293.95,-1250.65,,,4932.23,,0.02,0.18,0.0,,,38.12,0.0,0.27,150.94,,,
2018-04-02 01:40:00,6255.03,-1249.22,,,4872.3,,0.02,0.12,0.0,,,38.04,0.0,0.27,154.28,,,
2018-04-02 01:45:00,6218.86,-1331.25,,,4750.74,,0.02,0.15,0.0,,,37.94,0.0,0.27,157.58,,,
2018-04-02 01:50:00,6218.76,-1370.7,,,4694.18,,0.02,0.18,0.0,,,38.07,0.0,0.27,151.1,,,
2018-04-02 01:55:00,6188.19,-1407.07,,,4637.85,,0.02,0.15,0.0,,,37.85,0.0,0.27,151.64,,,
