,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-07-02 00:05:00,8058.16,-375.27,,,7595.63,,0.06,0.15,0.0,,,0.0,0.0,0.22,190.35,,,
2018-07-02 00:10:00,8034.7,-281.96,,,7539.31,,0.06,0.01,0.0,,,0.0,0.0,0.22,193.12,,,
2018-07-02 00:15:00,8001.68,-222.56,,,7541.02,,0.06,0.12,0.0,,,0.0,0.0,0.22,191.35,,,
2018-07-02 00:20:00,7941.67,-267.21,,,7509.46,,0.06,0.12,0.0,,,0.0,0.0,0.22,214.04,,,
2018-07-02 00:25:00,7891.25,-261.81,,,7421.34,,0.06,0.12,0.0,,,0.0,0.0,0.22,217.85,,,
2018-07-02 00:30:00,7917.36,-296.43,,,7374.58,,0.06,0.12,0.0,,,0.0,0.0,0.22,222.81,61.04,11.7,0.0
2018-07-02 00:35:00,7820.94,-332.99,,,7330.7,,0.06,0.12,0.0,,,0.0,0.0,0.22,220.64,,,
2018-07-02 00:40:00,7755.11,-363.56,,,7201.46,,0.06,0.15,0.0,,,0.0,0.0,0.22,238.33,,,
2018-07-02 00:45:00,7710.0,-368.63,,,7103.19,,0.06,0.12,0.0,,,0.0,0.0,0.22,271.32,,,
2018-07-02 00:50:00,7761.89,-346.76,,,7076.49,,0.06,0.12,0.0,,,0.0,0.0,0.22,273.8,,,
2018-07-02 00:55:00,7719.94,-338.88,,,7127.61,,0.06,0.12,0.0,,,0.0,0.0,0.22,259.75,,,
2018-07-02 01:00:00,7685.86,-336.41,,,7105.18,,0.06,0.12,0.0,,,0.0,0.0,0.22,247.75,56.74,11.7,0.0
2018-07-02 01:05:00,7706.4,-232.58,,,7116.33,,0.06,0.12,0.0,,,0.0,0.0,0.22,234.88,,,
2018-07-02 01:10:00,7667.05,-123.26,,,7147.57,,0.06,0.12,0.0,,,42.47,0.0,0.22,232.06,,,
2018-07-02 01:15:00,7625.25,-144.05,,,7250.46,,0.06,0.14,0.0,,,31.13,0.0,0.22,233.25,,,
2018-07-02 01:20:00,7610.43,-205.54,,,7231.39,,0.06,0.12,0.0,,,0.0,0.0,0.22,224.33,,,
2018-07-02 01:25:00,7537.42,-208.77,,,7145.14,,0.06,0.12,0.0,,,0.0,0.0,0.22,227.36,,,
2018-07-02 01:30:00,7538.41,-195.81,,,7111.95,,0.06,0.12,0.0,,,0.0,0.0,0.22,231.01,59.85,11.7,0.0
2018-07-02 01:35:00,7477.48,-215.06,,,7058.83,,0.06,0.12,0.0,,,0.0,0.0,0.22,237.07,,,
2018-07-02 01:40:00,7522.47,-190.57,,,7043.92,,0.06,0.12,0.0,,,0.0,0.0,0.22,249.57,,,
2018-07-02 01:45:00,7466.42,-165.09,,,7032.67,,0.06,0.15,0.0,,,0.0,0.0,0.22,253.17,,,
2018-07-02 01:50:00,7465.96,-208.05,,,7018.26,,0.06,0.14,0.0,,,0.0,0.0,0.22,246.06,,,
2018-07-02 01:55:00,7365.16,-207.48,,,7010.36,,0.06,0.12,0.0,,,0.0,0.0,0.22,234.74,,,
2018-07-02 02:00:00,7247.28,-169.14,,,6898.79,,0.06,0.12,0.0,,,0.0,0.0,0.22,236.65,57.0,11.6,0.0
2018-07-02 02:05:00,7264.2,-293.33,,,6856.41,,0.06,0.15,0.0,,,0.0,0.0,0.22,221.97,,,
2018-07-02 02:10:00,7158.9,-323.92,,,6714.16,,0.06,0.01,0.0,,,0.0,0.0,0.22,212.82,,,
2018-07-02 02:15:00,7145.46,-427.58,,,6598.33,,0.07,0.12,0.0,,,0.0,3.91,0.22,202.28,,,
2018-07-02 02:20:00,7134.74,-458.31,,,6518.44,,0.07,0.12,0.0,,,0.0,41.93,0.22,197.97,,,
2018-07-02 02:25:00,7105.35,-426.66,,,6475.39,,0.07,0.01,0.0,,,0.0,41.83,0.22,200.33,,,
2018-07-02 02:30:00,7071.83,-585.66,,,6442.56,,0.07,0.15,0.0,,,0.0,42.18,0.22,203.57,54.31,11.6,0.0
2018-07-02 02:35:00,7088.09,-629.23,,,6320.92,,0.07,0.12,0.0,,,0.0,41.88,0.22,204.81,,,
2018-07-02 02:40:00,7007.72,-677.5,,,6199.03,,0.07,0.14,0.0,,,0.0,42.03,0.22,201.46,,,
2018-07-02 02:45:00,7062.51,-723.83,,,6125.16,,0.07,0.15,0.0,,,0.0,41.74,0.22,205.48,,,
2018-07-02 02:50:00,6972.88,-810.15,,,6095.49,,0.07,0.12,0.0,,,0.0,42.28,0.22,203.54,,,
2018-07-02 02:55:00,6978.51,-784.14,,,5962.29,,0.07,0.14,0.0,,,0.0,41.59,0.22,193.43,,,
2018-07-02 03:00:00,6941.84,-908.89,,,5986.25,,0.07,0.12,0.0,,,0.0,42.33,0.22,191.5,54.1,11.7,0.0
2018-07-02 03:05:00,6898.33,-803.58,,,5858.14,,0.07,0.01,0.0,,,0.0,41.93,0.22,194.34,,,
2018-07-02 03:10:00,6927.12,-837.35,,,5863.24,,0.07,0.15,0.0,,,0.0,41.83,0.22,198.93,,,
2018-07-02 03:15:00,6884.38,-875.67,,,5885.71,,0.07,0.15,0.0,,,0.0,42.13,0.22,205.17,,,
2018-07-02 03:20:00,6933.97,-895.5,,,5840.29,,0.07,0.12,0.0,,,0.0,42.03,0.22,202.27,,,
