,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-01-15 00:05:00,6733.86,174.3,,,6652.33,,0.05,0.12,0.0,,,89.86,78.78,0.24,137.41,,,
2018-01-15 00:10:00,6737.08,112.31,,,6639.72,,0.05,0.12,0.0,,,89.39,79.47,0.24,133.02,,,
2018-01-15 00:15:00,6679.67,-75.0,,,6567.11,,0.05,0.12,0.0,,,90.39,79.76,0.24,127.44,,,
2018-01-15 00:20:00,6661.3,-150.79,,,6382.41,,0.05,0.12,0.0,,,89.47,79.66,0.24,123.8,,,
2018-01-15 00:25:00,6536.74,-192.78,,,6277.68,,0.05,0.12,0.0,,,89.67,79.96,0.24,117.51,,,
2018-01-15 00:30:00,6576.04,-254.52,,,6166.11,,0.05,0.12,0.0,,,89.72,79.27,0.24,112.96,57.85,,0.0
2018-01-15 00:35:00,6510.38,-283.76,,,6107.9,,0.05,0.12,0.0,,,89.52,79.76,0.24,106.45,,,
2018-01-15 00:40:00,6589.22,-304.29,,,6087.92,,0.05,0.12,0.0,,,90.03,79.27,0.24,103.26,,,
2018-01-15 00:45:00,6548.05,-323.2,,,6102.29,,0.05,0.12,0.0,,,89.78,79.57,0.24,100.39,,,
2018-01-15 00:50:00,6477.04,-348.23,,,6018.63,,0.05,0.08,0.0,,,89.99,79.37,0.24,99.89,,,
2018-01-15 00:55:00,6493.56,-329.71,,,5963.99,,0.05,0.12,0.0,,,89.42,78.69,0.24,107.29,,,
2018-01-15 01:00:00,6368.8,-239.92,,,6000.02,,0.05,0.12,0.0,,,89.46,79.37,0.24,112.56,54.38,,0.0
2018-01-15 01:05:00,6354.02,-251.69,,,5945.6,,0.05,0.12,0.0,,,89.5,79.37,0.24,111.77,,,
2018-01-15 01:10:00,6336.05,-281.59,,,5899.27,,0.05,0.12,0.0,,,89.34,79.37,0.24,121.54,,,
2018-01-15 01:15:00,6262.93,-315.49,,,5830.24,,0.05,0.08,0.0,,,89.64,79.76,0.24,119.87,,,
2018-01-15 01:20:00,6255.94,-335.04,,,5791.2,,0.05,0.12,0.0,,,89.58,79.17,0.24,119.13,,,
2018-01-15 01:25:00,6172.11,-315.27,,,5680.81,,0.05,0.12,0.0,,,89.64,79.86,0.24,118.46,,,
2018-01-15 01:30:00,6155.68,-209.72,,,5658.73,,0.05,0.12,0.0,,,89.98,79.17,0.24,122.47,54.4,,0.0
2018-01-15 01:35:00,6129.81,-124.5,,,5747.59,,0.05,0.12,0.0,,,89.63,79.86,0.24,132.92,,,
2018-01-15 01:40:00,6146.71,-78.9,,,5755.81,,0.05,0.12,0.0,,,89.77,78.59,0.24,135.25,,,
2018-01-15 01:45:00,6138.64,-203.79,,,5857.77,,0.05,0.12,0.0,,,89.55,79.57,0.24,128.19,,,
2018-01-15 01:50:00,6136.6,-129.58,,,5767.13,,0.05,0.12,0.0,,,90.11,78.69,0.24,123.53,,,
2018-01-15 01:55:00,6076.93,102.83,,,5907.09,,0.05,0.12,0.0,,,89.41,78.49,0.24,122.02,,,
2018-01-15 02:00:00,6130.53,89.68,,,5960.51,,0.05,0.12,0.0,,,89.78,79.57,0.24,124.88,56.87,,0.0
2018-01-15 02:05:00,6101.39,16.24,,,6036.69,,0.05,0.12,0.0,,,89.62,79.57,0.24,129.28,,,
2018-01-15 02:10:00,6099.66,-73.04,,,5941.01,,0.05,0.12,0.0,,,89.48,79.57,0.24,131.79,,,
2018-01-15 02:15:00,6099.12,-125.66,,,5864.44,,0.05,0.12,0.0,,,89.62,79.37,0.24,136.87,,,
2018-01-15 02:20:00,6003.66,-94.25,,,5755.89,,0.05,0.08,0.0,,,89.49,79.76,0.24,144.42,,,
