,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2019-01-28 00:05:00,1425.14,54.21,-0.03,,,,0.02,647.69,0.0,,469.37,,,0.0,343.28,,,
2019-01-28 00:10:00,1414.97,116.58,28.040000000000003,,,,0.02,647.18,0.0,,521.05,,,0.0,344.64,,,
2019-01-28 00:15:00,1409.96,97.74,-0.04,,,,0.02,648.44,0.0,,579.05,,,0.0,342.81,,,
2019-01-28 00:20:00,1378.83,79.32,-0.02,,,,0.02,648.24,0.0,,523.77,,,0.0,348.37,,,
2019-01-28 00:25:00,1383.3,49.12,0.01,,,,0.02,649.52,0.0,,447.24,,,0.0,352.57,,,
2019-01-28 00:30:00,1390.07,-17.25,0.039999999999999994,,,,0.02,617.59,0.0,,481.21,,,0.0,350.79,84.55,17.4,0.0
2019-01-28 00:35:00,1382.31,70.24,11.03,,,,0.02,566.26,0.0,,485.19,,,0.0,358.88,,,
2019-01-28 00:40:00,1365.35,70.24,-0.06,,,,0.02,620.35,0.0,,516.64,,,0.0,363.22,,,
2019-01-28 00:45:00,1345.33,51.69,-0.02,,,,0.02,588.95,0.0,,484.15,,,0.0,367.7,,,
2019-01-28 00:50:00,1310.79,33.07,-0.37,,,,0.02,572.61,0.0,,476.72,,,0.0,350.93,,,
2019-01-28 00:55:00,1335.41,16.42,-0.48,,,,0.02,530.19,0.0,,498.66,,,0.0,346.0,,,
2019-01-28 01:00:00,1297.45,-12.43,-24.47,,,,0.02,539.84,0.0,,470.78,,,0.0,335.16,73.39,18.1,0.0
2019-01-28 01:05:00,1292.83,-18.63,-0.38,,,,0.02,502.9,0.0,,462.98,,,0.0,329.88,,,
2019-01-28 01:10:00,1282.97,12.56,-0.35,,,,0.02,528.9,0.0,,419.89,,,0.0,318.26,,,
2019-01-28 01:15:00,1275.49,2.54,-0.47,,,,0.02,577.42,0.0,,414.01,,,0.0,307.83,,,
2019-01-28 01:20:00,1263.05,-36.61,-0.43,,,,0.02,608.17,0.0,,359.66,,,0.0,303.15,,,
2019-01-28 01:25:00,1234.71,-25.97,-0.48,,,,0.02,607.74,0.0,,317.22,,,0.0,294.96,,,
2019-01-28 01:30:00,1256.03,-37.51,-0.47,,,,0.02,607.02,0.0,,334.73,,,0.0,304.4,82.2,17.4,0.0
2019-01-28 01:35:00,1233.17,-31.25,-0.55,,,,0.02,608.65,0.0,,331.42,,,0.0,314.69,,,
2019-01-28 01:40:00,1218.15,-17.88,-0.47,,,,0.02,626.51,0.0,,290.52,,,0.0,329.41,,,
2019-01-28 01:45:00,1224.88,-9.82,-0.46,,,,0.02,641.87,0.0,,214.14,,,0.0,332.83,,,
2019-01-28 01:50:00,1211.55,-53.0,-0.47,,,,0.02,651.71,0.0,,197.5,,,0.0,339.59,,,
2019-01-28 01:55:00,1200.8,-107.55,-18.16,,,,0.02,629.43,0.0,,191.64,,,0.0,333.04,,,
2019-01-28 02:00:00,1189.88,-68.6,-0.11,,,,0.02,583.46,0.0,,196.42,,,0.0,335.28,85.28,16.1,0.0
2019-01-28 02:05:00,1199.13,-6.34,-0.07,,,,0.02,607.59,0.0,,195.85,,,0.0,340.63,,,
2019-01-28 02:10:00,1224.63,9.48,-0.06,,,,0.02,630.46,0.0,,262.67,,,0.0,337.07,,,
2019-01-28 02:15:00,1213.95,5.67,-0.04,,,,0.02,648.81,0.0,,254.4,,,0.0,333.18,,,
2019-01-28 02:20:00,1212.68,6.89,-0.15,,,,0.02,650.64,0.0,,244.19,,,0.0,336.08,,,
2019-01-28 02:25:00,1187.91,16.31,-0.2,,,,0.02,649.67,0.0,,247.38,,,0.0,322.79,,,
2019-01-28 02:30:00,1175.86,-22.96,-0.94,,,,0.02,649.67,0.0,,234.83,,,0.0,317.1,88.49,16.4,0.0
2019-01-28 02:35:00,1192.02,-24.88,-0.37,,,,0.02,630.51,0.0,,217.75,,,0.0,314.24,,,
2019-01-28 02:40:00,1176.84,-67.95,-41.87,,,,0.02,626.62,0.0,,223.53,,,0.0,311.76,,,
2019-01-28 02:45:00,1182.52,-74.87,-15.51,,,,0.02,612.05,0.0,,194.61,,,0.0,314.96,,,
2019-01-28 02:50:00,1198.98,-95.06,-5.7,,,,0.02,611.66,0.0,,194.22,,,0.0,302.68,,,
2019-01-28 02:55:00,1194.83,-98.44,-5.37,,,,0.02,608.21,0.0,,188.97,,,0.0,296.94,,,
2019-01-28 03:00:00,1176.95,-78.13,-0.59,,,,0.02,609.83,0.0,,194.58,,,0.0,300.83,82.0,17.3,0.0
2019-01-28 03:05:00,1173.19,-46.91,-0.48,,,,0.02,609.23,0.0,,193.74,,,0.0,303.92,,,
