,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-09-24 00:05:00,7780.63,-325.29,,,6498.21,,0.05,0.73,0.0,,,128.54,509.17,0.29,718.36,,,
2018-09-24 00:10:00,7733.55,-261.36,,,6511.03,,0.05,0.75,0.0,,,128.64,510.68,0.29,716.37,,,
2018-09-24 00:15:00,7675.0,-256.24,,,6536.76,,0.05,0.69,0.0,,,128.73,512.18,0.29,707.36,,,
2018-09-24 00:20:00,7627.97,-204.85,,,6477.88,,0.05,0.7,0.0,,,128.78,506.46,0.29,734.2,,,
2018-09-24 00:25:00,7615.67,-198.25,,,6459.09,,0.05,0.73,0.0,,,128.19,508.59,0.29,745.98,,,
2018-09-24 00:30:00,7659.26,-321.37,,,6449.33,,0.05,0.7,0.0,,,128.79,512.38,0.29,751.53,67.22,13.5,0.0
2018-09-24 00:35:00,7524.83,-289.66,,,6385.77,,0.05,0.7,0.0,,,128.58,508.99,0.29,739.12,,,
2018-09-24 00:40:00,7514.7,-333.7,,,6263.76,,0.05,0.73,0.0,,,128.44,507.94,0.29,739.6,,,
2018-09-24 00:45:00,7498.63,-397.68,,,6225.68,,0.05,0.7,0.0,,,127.92,510.02,0.29,731.3,,,
2018-09-24 00:50:00,7515.25,-441.14,,,6206.66,,0.05,0.75,0.0,,,128.83,508.99,0.29,719.35,,,
2018-09-24 00:55:00,7438.39,-375.28,,,6171.81,,0.05,0.76,0.0,,,128.85,509.37,0.29,742.54,,,
2018-09-24 01:00:00,7440.82,-450.88,,,6148.64,,0.05,0.75,0.0,,,129.64,509.88,0.29,728.63,60.69,13.6,0.0
2018-09-24 01:05:00,7328.74,-388.91,,,6053.71,,0.05,0.7,0.0,,,128.94,512.63,0.29,730.43,,,
2018-09-24 01:10:00,7290.15,-368.7,,,6053.06,,0.05,0.74,0.0,,,97.83,507.08,0.29,726.96,,,
2018-09-24 01:15:00,7276.31,-441.59,,,6039.38,,0.05,0.76,0.0,,,97.57,508.48,0.29,722.35,,,
2018-09-24 01:20:00,7200.25,-480.42,,,5960.49,,0.05,0.69,0.0,,,97.59,508.44,0.29,697.47,,,
2018-09-24 01:25:00,7207.62,-547.93,,,5877.51,,0.05,0.73,0.0,,,97.26,506.3,0.29,681.12,,,
2018-09-24 01:30:00,7175.81,-539.47,,,5802.03,,0.05,0.7,0.0,,,97.49,509.88,0.29,683.46,58.84,13.6,0.0
2018-09-24 01:35:00,7157.36,-530.02,,,5823.12,,0.05,0.75,0.0,,,97.4,508.34,0.29,693.63,,,
2018-09-24 01:40:00,7244.74,-603.0,,,5801.68,,0.05,0.73,0.0,,,97.59,504.56,0.29,706.1,,,
2018-09-24 01:45:00,7180.09,-605.21,,,5790.44,,0.05,0.73,0.0,,,97.28,512.61,0.29,697.92,,,
2018-09-24 01:50:00,7160.17,-658.45,,,5733.75,,0.04,0.73,0.0,,,98.18,510.66,0.29,689.0,,,
2018-09-24 01:55:00,7086.85,-675.7,,,5648.95,,0.04,0.75,0.0,,,97.64,511.55,0.29,692.35,,,
2018-09-24 02:00:00,6984.28,-698.87,,,5548.29,,0.04,0.72,0.0,,,97.45,504.8,0.29,680.75,63.56,13.4,0.0
2018-09-24 02:05:00,6951.4,-734.28,,,5448.26,,0.04,0.7,0.0,,,97.8,505.95,0.29,687.91,,,
2018-09-24 02:10:00,6936.02,-699.25,,,5402.91,,0.04,0.76,0.0,,,98.1,505.43,0.29,686.46,,,
2018-09-24 02:15:00,6887.61,-728.55,,,5398.84,,0.04,0.69,0.0,,,97.56,509.68,0.29,679.29,,,
2018-09-24 02:20:00,6837.51,-742.8,,,5329.21,,0.04,0.76,0.0,,,97.92,503.66,0.29,667.91,,,
2018-09-24 02:25:00,6840.12,-814.79,,,5272.09,,0.04,0.76,0.0,,,97.47,505.31,0.29,639.2,,,
2018-09-24 02:30:00,6779.67,-831.04,,,5201.69,,0.04,0.7,0.0,,,97.31,508.28,0.29,631.17,53.14,13.3,0.0
2018-09-24 02:35:00,6824.05,-829.57,,,5181.62,,0.05,0.69,0.0,,,97.53,506.33,0.29,625.8,,,
2018-09-24 02:40:00,6758.48,-748.41,,,5228.61,,0.05,0.79,0.0,,,97.62,510.71,0.29,619.77,,,
2018-09-24 02:45:00,6750.48,-768.44,,,5242.43,,0.05,0.7,0.0,,,97.91,508.77,0.29,619.01,,,
2018-09-24 02:50:00,6721.64,-805.94,,,5206.91,,0.05,0.7,0.0,,,97.54,509.17,0.29,610.86,,,
2018-09-24 02:55:00,6739.65,-852.53,,,5230.78,,0.05,0.72,0.0,,,97.94,502.62,0.29,609.28,,,
2018-09-24 03:00:00,6702.24,-871.35,,,5146.84,,0.05,0.72,0.0,,,97.32,507.87,0.29,620.87,51.89,13.4,0.0
2018-09-24 03:05:00,6736.32,-880.93,,,5100.89,,0.05,0.73,0.0,,,97.43,503.24,0.29,619.77,,,
2018-09-24 03:10:00,6668.77,-817.54,,,5125.01,,0.05,0.69,0.0,,,97.95,512.25,0.29,624.01,,,
2018-09-24 03:15:00,6638.6,-772.35,,,5107.74,,0.05,0.72,0.0,,,97.62,505.7,0.29,617.73,,,
2018-09-24 03:20:00,6692.38,-803.37,,,5141.0,,0.04,0.72,0.0,,,97.79,508.92,0.29,624.93,,,
2018-09-24 03:25:00,6641.5,-802.33,,,5102.47,,0.04,0.72,0.0,,,97.51,508.82,0.29,627.46,,,
2018-09-24 03:30:00,6683.13,-888.69,,,5070.14,,0.04,0.69,0.0,,,97.38,510.52,0.29,622.38,60.44,13.1,0.0
2018-09-24 03:35:00,6703.7,-921.81,,,5011.66,,0.04,0.73,0.0,,,97.76,504.6,0.29,628.07,,,
2018-09-24 03:40:00,6673.16,-965.67,,,4973.79,,0.04,0.69,0.0,,,97.82,507.74,0.29,619.97,,,
2018-09-24 03:45:00,6685.35,-931.26,,,4951.47,,0.04,0.68,0.0,,,97.61,502.81,0.29,607.48,,,
2018-09-24 03:50:00,6647.48,-879.76,,,5006.65,,0.04,0.73,0.0,,,97.65,505.09,0.29,604.01,,,
2018-09-24 03:55:00,6589.0,-882.3,,,5041.41,,0.04,0.71,0.0,,,97.5,509.28,0.29,597.33,,,
2018-09-24 04:00:00,6602.85,-845.19,,,4985.94,,0.04,0.68,0.0,,,97.33,503.3,0.29,601.93,55.68,12.9,0.0
2018-09-24 04:05:00,6453.98,-756.16,,,5027.11,,0.05,0.72,0.0,,,97.32,502.97,0.29,592.26,,,
2018-09-24 04:10:00,6520.64,-832.14,,,4958.42,,0.05,0.73,0.0,,,97.74,320.92,0.29,590.73,,,
2018-09-24 04:15:00,6575.52,-827.18,,,4970.57,,0.05,0.69,0.0,,,127.27,318.85,0.29,576.41,,,
2018-09-24 04:20:00,6542.14,-728.41,,,4986.83,,0.05,0.7,0.0,,,128.47,318.4,0.29,573.31,,,
2018-09-24 04:25:00,6549.52,-733.4,,,5102.37,,0.05,0.7,0.0,,,129.1,318.39,0.29,558.53,,,
