,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2019-01-07 00:05:00,1412.52,-251.13,-0.06,,,,0.02,339.41,0.0,,81.21,,,0.0,741.73,,,
2019-01-07 00:10:00,1402.32,-248.35,-0.07,,,,0.02,337.54,0.0,,77.73,,,0.0,744.31,,,
2019-01-07 00:15:00,1382.95,-220.85,2.83,,,,0.02,338.78,0.0,,79.6,,,0.0,740.06,,,
2019-01-07 00:20:00,1382.98,-238.02,-0.1,,,,0.02,339.41,0.0,,79.97,,,0.0,727.97,,,
2019-01-07 00:25:00,1364.68,-221.78,-2.58,,,,0.02,338.16,0.0,,78.58,,,0.0,726.63,,,
2019-01-07 00:30:00,1366.4,-224.7,12.700000000000001,,,,0.02,338.16,0.0,,80.22,,,0.0,717.58,70.14,15.6,0.0
2019-01-07 00:35:00,1364.48,-234.53,-29.28,,,,0.02,339.41,0.0,,83.77,,,0.0,705.73,,,
2019-01-07 00:40:00,1354.56,-215.77,-0.28,,,,0.02,338.78,0.0,,81.86,,,0.0,717.32,,,
2019-01-07 00:45:00,1335.49,-216.83,-1.27,,,,0.02,348.1,0.0,,79.78,,,0.0,704.81,,,
2019-01-07 00:50:00,1325.46,-204.49,15.73,,,,0.02,340.65,0.0,,77.72,,,0.0,705.17,,,
2019-01-07 00:55:00,1318.73,-194.76,23.01,,,,0.02,340.65,0.0,,78.08,,,0.0,712.06,,,
2019-01-07 01:00:00,1297.49,-165.08,-19.76,,,,0.02,339.41,0.0,,80.44,,,0.0,721.51,69.29,16.7,0.0
2019-01-07 01:05:00,1277.44,-147.67,7.77,,,,0.02,340.65,0.0,,78.35,,,0.0,715.95,,,
2019-01-07 01:10:00,1293.69,-150.19,27.57,,,,0.02,340.65,0.0,,80.44,,,0.0,725.76,,,
2019-01-07 01:15:00,1270.07,-120.44,-30.45,,,,0.02,340.65,0.0,,80.94,,,0.0,733.49,,,
2019-01-07 01:20:00,1271.26,-113.5,-0.17,,,,0.02,339.41,0.0,,79.64,,,0.0,749.89,,,
