,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-06-25 00:05:00,8262.09,-411.35,,,7332.93,,0.06,0.18,0.0,,,265.35,42.42,0.27,128.42,,,
2018-06-25 00:10:00,8351.91,-470.1,,,7440.1,,0.06,0.01,0.0,,,194.02,41.79,0.27,130.8,,,
2018-06-25 00:15:00,8318.68,-367.06,,,7616.85,,0.06,0.12,0.0,,,137.38,42.08,0.27,138.01,,,
2018-06-25 00:20:00,8175.34,-280.54,,,7626.71,,0.06,0.12,0.0,,,108.23,42.47,0.27,137.75,,,
2018-06-25 00:25:00,8248.45,-369.32,,,7625.74,,0.06,0.13,0.0,,,134.6,41.79,0.27,139.68,,,
2018-06-25 00:30:00,8188.77,-409.89,,,7582.17,,0.06,0.08,0.0,,,128.2,42.08,0.27,145.9,65.89,9.3,0.0
2018-06-25 00:35:00,8090.89,-305.43,,,7499.18,,0.06,0.15,0.0,,,125.21,42.13,0.27,154.38,,,
2018-06-25 00:40:00,8029.55,-228.42,,,7487.07,,0.06,0.15,0.0,,,151.48,42.13,0.27,159.68,,,
2018-06-25 00:45:00,7993.97,-489.65,,,7352.41,,0.06,0.01,0.0,,,264.87,42.33,0.27,157.13,,,
2018-06-25 00:50:00,7990.62,-457.76,,,7215.27,,0.06,0.12,0.0,,,181.13,41.79,0.27,159.59,,,
2018-06-25 00:55:00,7975.3,-494.07,,,7199.76,,0.06,0.12,0.0,,,124.31,42.13,0.27,158.17,,,
2018-06-25 01:00:00,8013.18,-650.49,,,7152.99,,0.06,0.17,0.0,,,103.8,41.93,0.27,159.28,54.55,8.8,0.0
2018-06-25 01:05:00,8172.06,-560.0,,,7200.94,,0.06,0.01,0.0,,,11.33,41.88,0.27,150.59,,,
2018-06-25 01:10:00,8126.6,-453.68,,,7281.29,,0.06,0.12,0.0,,,93.84,42.42,0.27,151.42,,,
2018-06-25 01:15:00,8172.48,-432.62,,,7382.67,,0.06,0.12,0.0,,,98.92,42.23,0.27,158.3,,,
2018-06-25 01:20:00,7974.66,-439.28,,,7360.2,,0.06,0.12,0.0,,,104.01,42.47,0.27,159.28,,,
2018-06-25 01:25:00,7780.18,-336.96,,,7338.19,,0.06,0.12,0.0,,,11.82,42.03,0.27,172.47,,,
2018-06-25 01:30:00,7785.4,-463.38,,,7198.33,,0.06,0.12,0.0,,,0.0,42.03,0.27,177.15,53.82,8.5,0.0
2018-06-25 01:35:00,7918.37,-451.96,,,7150.76,,0.06,0.17,0.0,,,0.0,41.93,0.27,172.19,,,
2018-06-25 01:40:00,7957.16,-536.19,,,7202.98,,0.06,0.08,0.0,,,0.0,257.03,0.27,179.19,,,
2018-06-25 01:45:00,7963.73,-585.96,,,7214.87,,0.06,0.12,0.0,,,0.0,234.53,0.27,186.11,,,
2018-06-25 01:50:00,7956.97,-575.65,,,7203.16,,0.06,0.13,0.0,,,0.0,233.44,0.27,192.42,,,
2018-06-25 01:55:00,7892.78,-560.64,,,7180.62,,0.06,0.12,0.0,,,0.0,233.79,0.27,189.2,,,
2018-06-25 02:00:00,7715.93,-536.51,,,7135.48,,0.06,0.08,0.0,,,0.0,235.98,0.27,182.58,60.09,8.0,0.0
2018-06-25 02:05:00,7757.27,-576.96,,,7015.36,,0.06,0.01,0.0,,,0.0,233.49,0.27,182.36,,,
2018-06-25 02:10:00,7682.86,-591.45,,,6944.51,,0.06,0.15,0.0,,,0.0,233.08,0.27,181.72,,,
2018-06-25 02:15:00,7646.24,-641.96,,,6880.14,,0.06,0.12,0.0,,,0.0,234.38,0.27,183.2,,,
2018-06-25 02:20:00,7465.99,-648.37,,,6792.85,,0.06,0.12,0.0,,,0.0,234.73,0.27,180.93,,,
2018-06-25 02:25:00,7539.11,-678.78,,,6674.92,,0.06,0.12,0.0,,,1.21,234.33,0.27,181.08,,,
2018-06-25 02:30:00,7531.35,-706.54,,,6686.41,,0.06,0.17,0.0,,,0.91,232.93,0.27,181.47,61.35,7.7,0.0
2018-06-25 02:35:00,7510.28,-731.62,,,6615.43,,0.06,0.12,0.0,,,-1.02,234.03,0.27,176.78,,,
2018-06-25 02:40:00,7688.87,-897.12,,,6568.48,,0.06,0.01,0.0,,,-4.59,235.08,0.27,178.01,,,
2018-06-25 02:45:00,7606.02,-832.57,,,6593.54,,0.06,0.14,0.0,,,0.0,434.28,0.27,177.01,,,
2018-06-25 02:50:00,7626.46,-854.25,,,6592.35,,0.06,0.12,0.0,,,0.0,430.49,0.27,173.41,,,
2018-06-25 02:55:00,7804.74,-979.01,,,6584.67,,0.06,0.12,0.0,,,1.78,434.13,0.27,178.5,,,
2018-06-25 03:00:00,7847.62,-1022.91,,,6607.1,,0.07,0.12,0.0,,,0.0,437.87,0.27,174.96,70.0,7.7,0.0
2018-06-25 03:05:00,7572.33,-913.37,,,6600.79,,0.07,0.15,0.0,,,0.0,437.73,0.27,176.66,,,
2018-06-25 03:10:00,7525.71,-840.79,,,6490.04,,0.07,0.12,0.0,,,0.0,428.34,0.27,178.22,,,
2018-06-25 03:15:00,7499.03,-877.34,,,6482.27,,0.07,0.01,0.0,,,0.0,436.78,0.27,176.15,,,
2018-06-25 03:20:00,7505.35,-923.89,,,6398.67,,0.07,0.14,0.0,,,0.0,431.49,0.27,178.06,,,
2018-06-25 03:25:00,7532.18,-891.27,,,6404.78,,0.07,0.12,0.0,,,0.0,431.19,0.27,176.89,,,
2018-06-25 03:30:00,7720.23,-1012.96,,,6466.86,,0.07,0.08,0.0,,,0.0,432.98,0.27,174.9,65.31,7.6,0.0
