,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-10-29 00:05:00,7269.59,-65.04,,,6612.54,,0.03,0.18,0.0,,,124.73,577.4,0.31,356.8,,,
2018-10-29 00:10:00,7306.76,-28.2,,,6668.21,,0.03,0.08,0.0,,,125.09,574.6,0.31,354.56,,,
2018-10-29 00:15:00,7313.23,-130.93,,,6777.69,,0.03,0.12,0.0,,,125.63,614.35,0.31,344.32,,,
2018-10-29 00:20:00,7209.54,-97.25,,,6652.54,,0.03,0.15,0.0,,,125.5,619.38,0.31,327.98,,,
2018-10-29 00:25:00,7183.69,-78.51,,,6620.03,,0.03,0.15,0.0,,,125.6,614.39,0.31,326.2,,,
2018-10-29 00:30:00,7144.51,-43.62,,,6571.37,,0.03,0.12,0.0,,,125.52,615.94,0.31,310.91,59.35,17.0,0.0
2018-10-29 00:35:00,7221.33,-87.88,,,6610.31,,0.03,0.15,0.0,,,125.25,614.54,0.31,307.66,,,
2018-10-29 00:40:00,7183.71,-103.04,,,6617.39,,0.03,0.15,0.0,,,123.9,623.63,0.31,322.75,,,
2018-10-29 00:45:00,7174.98,-82.83,,,6554.36,,0.03,0.15,0.0,,,125.91,620.13,0.31,334.0,,,
2018-10-29 00:50:00,7142.54,-68.47,,,6563.74,,0.03,0.04,0.0,,,124.53,623.37,0.31,340.28,,,
2018-10-29 00:55:00,7131.53,-85.62,,,6548.48,,0.03,0.15,0.0,,,125.33,615.79,0.31,348.7,,,
2018-10-29 01:00:00,7025.86,-60.91,,,6502.02,,0.03,0.12,0.0,,,125.28,619.63,0.31,328.36,59.01,16.9,0.0
2018-10-29 01:05:00,7026.69,-108.22,,,6431.26,,0.03,0.12,0.0,,,124.49,614.98,0.31,299.17,,,
2018-10-29 01:10:00,6972.67,-98.76,,,6409.08,,0.03,0.08,0.0,,,123.93,619.78,0.31,279.57,,,
2018-10-29 01:15:00,6954.54,-88.9,,,6437.96,,0.03,0.15,0.0,,,125.41,614.54,0.31,291.66,,,
2018-10-29 01:20:00,6899.17,-83.92,,,6406.67,,0.03,0.12,0.0,,,125.07,614.29,0.31,299.78,,,
2018-10-29 01:25:00,6835.89,-69.15,,,6376.64,,0.03,0.12,0.0,,,125.12,618.03,0.31,290.97,,,
2018-10-29 01:30:00,6889.99,-114.95,,,6313.32,,0.03,0.12,0.0,,,125.62,615.23,0.31,287.12,59.42,16.9,0.0
2018-10-29 01:35:00,6805.17,-73.97,,,6336.26,,0.03,0.15,0.0,,,125.25,618.78,0.31,304.78,,,
2018-10-29 01:40:00,6782.58,-5.45,,,6276.36,,0.03,0.08,0.0,,,125.32,611.84,0.31,295.56,,,
2018-10-29 01:45:00,6735.3,-4.79,,,6317.36,,0.03,0.12,0.0,,,125.58,612.99,0.31,279.06,,,
2018-10-29 01:50:00,6688.63,-85.12,,,6273.69,,0.03,0.08,0.0,,,125.09,614.54,0.31,268.09,,,
2018-10-29 01:55:00,6674.95,-91.92,,,6199.64,,0.03,0.15,0.0,,,124.46,611.29,0.31,269.3,,,
2018-10-29 02:00:00,6724.87,-157.76,,,6179.42,,0.03,0.12,0.0,,,125.32,612.64,0.31,269.45,58.56,16.9,0.0
2018-10-29 02:05:00,6616.11,-94.63,,,6126.33,,0.03,0.15,0.0,,,124.34,618.68,0.31,267.49,,,
2018-10-29 02:10:00,6619.87,-96.45,,,6091.18,,0.03,0.12,0.0,,,124.46,612.04,0.31,261.14,,,
2018-10-29 02:15:00,6668.63,-106.32,,,6112.01,,0.03,0.12,0.0,,,124.8,613.09,0.31,257.2,,,
2018-10-29 02:20:00,6630.24,-95.65,,,6111.16,,0.03,0.12,0.0,,,124.82,616.83,0.31,243.19,,,
2018-10-29 02:25:00,6637.45,-104.68,,,6121.07,,0.03,0.15,0.0,,,125.1,614.09,0.31,231.88,,,
2018-10-29 02:30:00,6645.99,-98.39,,,6150.09,,0.03,0.15,0.0,,,125.09,614.84,0.31,234.02,59.52,16.9,0.0
2018-10-29 02:35:00,6602.99,-101.64,,,6181.36,,0.03,0.12,0.0,,,125.63,610.24,0.31,232.06,,,
2018-10-29 02:40:00,6524.87,42.3,,,6088.88,,0.03,0.12,0.0,,,124.73,577.9,0.31,231.51,,,
2018-10-29 02:45:00,6535.01,121.62,,,6182.25,,0.03,0.08,0.0,,,124.57,568.8,0.31,233.62,,,
2018-10-29 02:50:00,6557.19,-10.28,,,6237.46,,0.03,0.12,0.0,,,124.1,574.3,0.31,231.79,,,
2018-10-29 02:55:00,6594.26,26.59,,,6183.92,,0.03,0.12,0.0,,,125.45,570.3,0.31,223.8,,,
2018-10-29 03:00:00,6648.05,4.54,,,6229.83,,0.03,0.15,0.0,,,125.03,573.2,0.31,213.27,60.72,16.8,0.0
2018-10-29 03:05:00,6645.84,33.55,,,6268.48,,0.03,0.14,0.0,,,124.31,577.0,0.31,206.25,,,
2018-10-29 03:10:00,6555.66,119.05,,,6288.72,,0.03,0.12,0.0,,,125.13,574.9,0.31,201.54,,,
2018-10-29 03:15:00,6543.87,103.47,,,6295.36,,0.03,0.12,0.0,,,124.79,576.8,0.31,191.17,,,
2018-10-29 03:20:00,6583.08,109.86,,,6292.95,,0.03,0.16,0.0,,,125.95,570.7,0.31,186.05,,,
