,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2019-01-14 00:05:00,1565.76,87.05,3.73,,,,0.02,566.89,0.0,,501.79,,,0.0,647.7,,,
2019-01-14 00:10:00,1541.17,31.05,-0.1,,,,0.02,587.98,0.0,,440.57,,,0.0,629.42,,,
2019-01-14 00:15:00,1539.43,-11.44,-0.05,,,,0.02,591.02,0.0,,377.96,,,0.0,622.03,,,
2019-01-14 00:20:00,1525.87,4.33,-0.07,,,,0.02,590.38,0.0,,331.07,,,0.0,625.62,,,
2019-01-14 00:25:00,1494.61,48.23,-16.869999999999997,,,,0.02,590.9,0.0,,308.71,,,0.0,633.27,,,
2019-01-14 00:30:00,1483.39,57.39,-0.07,,,,0.02,591.07,0.0,,312.28,,,0.0,625.03,123.45,21.4,0.0
2019-01-14 00:35:00,1481.0,31.97,0.05,,,,0.02,593.65,0.0,,319.95,,,0.0,613.32,,,
2019-01-14 00:40:00,1469.16,-6.71,-0.07,,,,0.02,592.6,0.0,,298.81,,,0.0,615.26,,,
2019-01-14 00:45:00,1480.32,-46.1,-0.09,,,,0.02,593.36,0.0,,234.08,,,0.0,604.21,,,
2019-01-14 00:50:00,1439.89,-4.8,-0.19,,,,0.02,592.64,0.0,,237.29,,,0.0,607.28,,,
2019-01-14 00:55:00,1438.42,4.78,-38.96,,,,0.02,588.09,0.0,,229.46,,,0.0,613.72,,,
2019-01-14 01:00:00,1431.08,-2.22,-3.58,,,,0.02,591.98,0.0,,240.55,,,0.0,617.61,127.98,21.0,0.0
2019-01-14 01:05:00,1451.1,-8.54,-0.61,,,,0.02,591.96,0.0,,255.99,,,0.0,602.54,,,
2019-01-14 01:10:00,1381.1,36.03,-34.72,,,,0.02,594.03,0.0,,234.89,,,0.0,595.65,,,
2019-01-14 01:15:00,1357.23,41.55,-4.86,,,,0.02,592.86,0.0,,252.08,,,0.0,587.51,,,
2019-01-14 01:20:00,1360.65,25.49,-20.18,,,,0.02,592.79,0.0,,228.24,,,0.0,562.4,,,
2019-01-14 01:25:00,1353.63,27.51,0.02,,,,0.02,592.46,0.0,,237.28,,,0.0,569.02,,,
2019-01-14 01:30:00,1333.58,45.78,-0.09,,,,0.02,592.59,0.0,,240.63,,,0.0,561.28,113.18,19.1,0.0
2019-01-14 01:35:00,1338.18,-14.48,-0.17,,,,0.02,592.78,0.0,,233.76,,,0.0,568.29,,,
2019-01-14 01:40:00,1336.32,-11.38,-0.84,,,,0.02,593.45,0.0,,178.38,,,0.0,586.28,,,
2019-01-14 01:45:00,1308.65,-26.35,-0.23,,,,0.02,590.24,0.0,,159.79,,,0.0,587.69,,,
2019-01-14 01:50:00,1278.37,-36.51,-37.81,,,,0.02,549.84,0.0,,162.37,,,0.0,591.27,,,
2019-01-14 01:55:00,1284.19,-55.52,-27.46,,,,0.02,503.64,0.0,,161.19,,,0.0,601.38,,,
2019-01-14 02:00:00,1328.03,-100.41,-0.44,,,,0.02,471.29,0.0,,166.07,,,0.0,601.09,77.5,18.8,0.0
2019-01-14 02:05:00,1325.27,-92.54,-36.21,,,,0.02,469.85,0.0,,166.23,,,0.0,600.49,,,
2019-01-14 02:10:00,1313.97,-90.76,-39.99,,,,0.02,471.48,0.0,,156.81,,,0.0,597.01,,,
2019-01-14 02:15:00,1327.74,-102.14,-40.12,,,,0.02,471.11,0.0,,162.72,,,0.0,589.16,,,
2019-01-14 02:20:00,1339.67,-118.7,-40.09,,,,0.02,470.93,0.0,,163.52,,,0.0,579.11,,,
2019-01-14 02:25:00,1343.11,-129.4,-39.95,,,,0.02,471.22,0.0,,161.96,,,0.0,583.41,,,
2019-01-14 02:30:00,1331.43,-121.0,-39.94,,,,0.02,469.93,0.0,,153.69,,,0.0,585.83,67.64,18.6,0.0
2019-01-14 02:35:00,1313.81,-92.44,-40.09,,,,0.02,470.68,0.0,,160.56,,,0.0,598.26,,,
2019-01-14 02:40:00,1338.6,-111.6,-43.97,,,,0.02,471.26,0.0,,167.61,,,0.0,595.77,,,
2019-01-14 02:45:00,1315.71,-82.4,-44.89,,,,0.02,471.49,0.0,,161.75,,,0.0,603.05,,,
2019-01-14 02:50:00,1317.48,-77.43,-44.81,,,,0.02,477.28,0.0,,162.91,,,0.0,602.27,,,
2019-01-14 02:55:00,1304.79,-74.97,-45.08,,,,0.02,472.09,0.0,,157.87,,,0.0,599.03,,,
2019-01-14 03:00:00,1316.97,-92.02,-45.04,,,,0.02,472.93,0.0,,164.54,,,0.0,604.37,71.41,19.3,0.0
2019-01-14 03:05:00,1325.08,-80.38,-44.96,,,,0.02,472.69,0.0,,175.27,,,0.0,601.46,,,
2019-01-14 03:10:00,1319.65,-72.06,-41.73,,,,0.02,474.08,0.0,,172.57,,,0.0,616.47,,,
2019-01-14 03:15:00,1281.01,-30.0,-38.48,,,,0.02,474.43,0.0,,168.76,,,0.0,613.92,,,
2019-01-14 03:20:00,1273.83,-32.67,-4.17,,,,0.02,474.4,0.0,,171.65,,,0.0,601.38,,,
2019-01-14 03:25:00,1276.41,-44.11,-0.59,,,,0.02,473.9,0.0,,168.24,,,0.0,583.66,,,
2019-01-14 03:30:00,1253.72,-44.15,-0.38,,,,0.02,473.48,0.0,,172.5,,,0.0,563.13,76.94,17.8,0.0
2019-01-14 03:35:00,1259.76,-58.95,-0.38,,,,0.02,473.91,0.0,,175.09,,,0.0,558.02,,,
2019-01-14 03:40:00,1260.5,-63.58,-4.34,,,,0.02,473.68,0.0,,173.03,,,0.0,547.38,,,
2019-01-14 03:45:00,1252.91,-73.73,-1.37,,,,0.02,473.75,0.0,,167.11,,,0.0,535.8,,,
2019-01-14 03:50:00,1267.21,-47.28,-0.72,,,,0.02,473.37,0.0,,174.53,,,0.0,529.73,,,
2019-01-14 03:55:00,1278.7,-21.05,-0.37,,,,0.02,513.3,0.0,,175.2,,,0.0,516.2,,,
2019-01-14 04:00:00,1265.66,-28.0,-0.38,,,,0.02,560.03,0.0,,177.85,,,0.0,513.29,88.43,18.2,0.0
2019-01-14 04:05:00,1258.24,15.76,-0.37,,,,0.02,551.11,0.0,,192.35,,,0.0,501.91,,,
2019-01-14 04:10:00,1269.96,0.95,-0.47,,,,0.02,567.24,0.0,,178.71,,,0.0,500.96,,,
2019-01-14 04:15:00,1302.47,20.66,-0.61,,,,0.02,588.21,0.0,,188.05,,,0.0,501.19,,,
2019-01-14 04:20:00,1282.33,38.7,-0.37,,,,0.02,619.9,0.0,,176.8,,,0.0,493.33,,,
2019-01-14 04:25:00,1309.83,16.72,0.35000000000000003,,,,0.02,638.02,0.0,,200.29,,,0.0,492.07,,,
2019-01-14 04:30:00,1303.27,33.22,-0.41,,,,0.02,638.72,0.0,,183.68,,,0.0,503.6,101.07,17.6,0.0
2019-01-14 04:35:00,1311.06,33.9,-0.49,,,,0.02,639.08,0.0,,181.45,,,0.0,510.93,,,
2019-01-14 04:40:00,1300.18,90.44,-0.41,,,,0.02,639.17,0.0,,181.02,,,0.0,525.6,,,
2019-01-14 04:45:00,1350.32,17.6,27.220000000000002,,,,0.02,637.97,0.0,,192.89,,,0.0,526.9,,,
2019-01-14 04:50:00,1310.67,69.06,-14.29,,,,0.02,637.0,0.0,,195.9,,,0.0,524.8,,,
2019-01-14 04:55:00,1306.66,81.81,11.48,,,,0.02,637.87,0.0,,192.99,,,0.0,515.75,,,
2019-01-14 05:00:00,1312.97,49.47,28.0,,,,0.02,639.94,0.0,,200.4,,,0.0,509.83,115.41,18.1,0.0
2019-01-14 05:05:00,1332.07,100.39,2.89,,,,0.02,636.07,0.0,,226.33,,,0.0,507.71,,,
2019-01-14 05:10:00,1345.23,180.44,-0.13,,,,0.02,637.68,0.0,,282.91,,,0.0,507.53,,,
2019-01-14 05:15:00,1374.59,209.77,13.24,,,,0.02,637.59,0.0,,369.49,,,0.0,499.49,,,
2019-01-14 05:20:00,1380.14,256.42,14.54,,,,0.02,638.65,0.0,,430.04,,,0.0,503.78,,,
2019-01-14 05:25:00,1394.43,268.38,-17.0,,,,0.02,639.79,0.0,,495.55,,,0.0,486.24,,,
2019-01-14 05:30:00,1393.87,276.42,-1.67,,,,0.02,644.17,0.0,,513.78,,,0.0,482.22,120.86,19.4,0.0
