,DEMAND,NETINTERCHANGE,BATTERY,BIOMASS,BLACK_COAL,BROWN_COAL,DISTILLATE,GAS_CCGT,GAS_OCGT,GAS_RECIP,GAS_STEAM,HYDRO,PUMPS,SOLAR,WIND,PRICE,TEMPERATURE,ROOFTOP_SOLAR
2018-12-03 00:05:00,6748.83,-468.98,,,5662.41,,0.02,0.12,0.0,,,99.85,122.08,0.2,446.46,,,
2018-12-03 00:10:00,6793.69,-439.3,,,5686.11,,0.02,0.12,0.0,,,100.02,121.15,0.2,466.67,,,
2018-12-03 00:15:00,6736.34,-386.65,,,5731.38,,0.02,0.15,0.0,,,100.33,121.15,0.2,469.19,,,
2018-12-03 00:20:00,6671.42,-200.52,,,5713.97,,0.02,0.14,0.0,,,100.24,123.02,0.2,468.18,,,
2018-12-03 00:25:00,6655.72,-187.31,,,5782.29,,0.02,0.12,0.0,,,100.71,121.65,0.2,469.81,,,
2018-12-03 00:30:00,6648.78,-339.6,,,5817.03,,0.02,0.12,0.0,,,99.91,121.74,0.2,461.35,50.57,18.9,0.0
2018-12-03 00:35:00,6587.08,-333.07,,,5701.86,,0.02,0.18,0.0,,,99.69,121.45,0.2,464.65,,,
2018-12-03 00:40:00,6655.58,-393.97,,,5631.83,,0.02,0.12,0.0,,,100.06,121.69,0.2,468.2,,,
2018-12-03 00:45:00,6614.99,-442.9,,,5633.07,,0.01,0.15,0.0,,,99.99,123.11,0.2,468.75,,,
2018-12-03 00:50:00,6566.36,-497.56,,,5522.19,,0.01,0.14,0.0,,,99.82,122.18,0.2,467.68,,,
2018-12-03 00:55:00,6478.71,-490.94,,,5396.66,,0.01,0.15,0.0,,,100.25,122.62,0.2,460.57,,,
2018-12-03 01:00:00,6476.22,-554.87,,,5305.52,,0.01,0.12,0.0,,,100.25,122.57,0.2,466.03,34.14,18.8,0.0
2018-12-03 01:05:00,6393.91,-471.24,,,5272.91,,0.01,0.12,0.0,,,101.66,120.52,0.2,461.69,,,
2018-12-03 01:10:00,6396.64,-508.39,,,5293.84,,0.01,0.15,0.0,,,100.47,121.65,0.2,466.93,,,
2018-12-03 01:15:00,6365.85,-521.84,,,5238.63,,0.01,0.15,0.0,,,99.78,121.64,0.2,470.71,,,
2018-12-03 01:20:00,6343.93,-508.02,,,5236.44,,0.01,0.15,0.0,,,99.88,121.99,0.2,477.12,,,
2018-12-03 01:25:00,6323.46,-565.45,,,5207.25,,0.01,0.13,0.0,,,100.38,122.08,0.2,469.04,,,
2018-12-03 01:30:00,6305.37,-582.97,,,5111.98,,0.02,0.14,0.0,,,100.29,120.72,0.2,459.36,54.08,18.7,0.0
